"id","canton_id","date","total","created_at","updated_at"
"1120","10","2020-06-05","0","2020-10-27 09:01:46","2020-10-27 09:01:46"
"1121","11","2020-06-05","0","2020-10-27 09:01:46","2020-10-27 09:01:46"
"1122","0","2020-06-05","7","2020-10-27 09:01:46","2020-10-27 09:01:46"
"1123","2","2020-06-06","0","2020-10-27 09:01:46","2020-10-27 09:01:46"
"1124","3","2020-06-06","0","2020-10-27 09:01:47","2020-10-27 09:01:47"
"1125","4","2020-06-06","3","2020-10-27 09:01:47","2020-10-27 09:01:47"
"1126","5","2020-06-06","13","2020-10-27 09:01:47","2020-10-27 09:01:47"
"1127","6","2020-06-06","0","2020-10-27 09:01:47","2020-10-27 09:01:47"
"1128","7","2020-06-06","1","2020-10-27 09:01:47","2020-10-27 09:01:47"
"1129","8","2020-06-06","0","2020-10-27 09:01:47","2020-10-27 09:01:47"
"1130","9","2020-06-06","0","2020-10-27 09:01:47","2020-10-27 09:01:47"
"1131","10","2020-06-06","0","2020-10-27 09:01:47","2020-10-27 09:01:47"
"1132","11","2020-06-06","0","2020-10-27 09:01:47","2020-10-27 09:01:47"
"1133","0","2020-06-06","17","2020-10-27 09:01:47","2020-10-27 09:01:47"
"1134","2","2020-06-07","0","2020-10-27 09:01:47","2020-10-27 09:01:47"
"1135","3","2020-06-07","0","2020-10-27 09:01:47","2020-10-27 09:01:47"
"1136","4","2020-06-07","9","2020-10-27 09:01:47","2020-10-27 09:01:47"
"1137","5","2020-06-07","5","2020-10-27 09:01:47","2020-10-27 09:01:47"
"1138","6","2020-06-07","0","2020-10-27 09:01:47","2020-10-27 09:01:47"
"1139","7","2020-06-07","1","2020-10-27 09:01:47","2020-10-27 09:01:47"
"1140","8","2020-06-07","0","2020-10-27 09:01:48","2020-10-27 09:01:48"
"1141","9","2020-06-07","0","2020-10-27 09:01:48","2020-10-27 09:01:48"
"1142","10","2020-06-07","0","2020-10-27 09:01:48","2020-10-27 09:01:48"
"1143","11","2020-06-07","0","2020-10-27 09:01:48","2020-10-27 09:01:48"
"1144","0","2020-06-07","15","2020-10-27 09:01:48","2020-10-27 09:01:48"
"1145","2","2020-06-08","0","2020-10-27 09:01:48","2020-10-27 09:01:48"
"1146","3","2020-06-08","0","2020-10-27 09:01:48","2020-10-27 09:01:48"
"1147","4","2020-06-08","17","2020-10-27 09:01:48","2020-10-27 09:01:48"
"1148","5","2020-06-08","1","2020-10-27 09:01:48","2020-10-27 09:01:48"
"1149","6","2020-06-08","0","2020-10-27 09:01:48","2020-10-27 09:01:48"
"1150","7","2020-06-08","0","2020-10-27 09:01:48","2020-10-27 09:01:48"
"1151","8","2020-06-08","0","2020-10-27 09:01:48","2020-10-27 09:01:48"
"1152","9","2020-06-08","0","2020-10-27 09:01:48","2020-10-27 09:01:48"
"1153","10","2020-06-08","1","2020-10-27 09:01:48","2020-10-27 09:01:48"
"1154","11","2020-06-08","0","2020-10-27 09:01:48","2020-10-27 09:01:48"
"1155","0","2020-06-08","19","2020-10-27 09:01:48","2020-10-27 09:01:48"
"1156","2","2020-06-09","3","2020-10-27 09:01:49","2020-10-27 09:01:49"
"1157","3","2020-06-09","0","2020-10-27 09:01:49","2020-10-27 09:01:49"
"1158","4","2020-06-09","11","2020-10-27 09:01:49","2020-10-27 09:01:49"
"1159","5","2020-06-09","3","2020-10-27 09:01:49","2020-10-27 09:01:49"
"1160","6","2020-06-09","0","2020-10-27 09:01:49","2020-10-27 09:01:49"
"1161","7","2020-06-09","0","2020-10-27 09:01:49","2020-10-27 09:01:49"
"1162","8","2020-06-09","0","2020-10-27 09:01:49","2020-10-27 09:01:49"
"1163","9","2020-06-09","0","2020-10-27 09:01:49","2020-10-27 09:01:49"
"1164","10","2020-06-09","3","2020-10-27 09:01:49","2020-10-27 09:01:49"
"1165","11","2020-06-09","0","2020-10-27 09:01:49","2020-10-27 09:01:49"
"1166","0","2020-06-09","20","2020-10-27 09:01:49","2020-10-27 09:01:49"
"1167","2","2020-06-10","0","2020-10-27 09:01:49","2020-10-27 09:01:49"
"1168","3","2020-06-10","0","2020-10-27 09:01:49","2020-10-27 09:01:49"
"1169","4","2020-06-10","10","2020-10-27 09:01:49","2020-10-27 09:01:49"
"1170","5","2020-06-10","7","2020-10-27 09:01:49","2020-10-27 09:01:49"
"1171","6","2020-06-10","0","2020-10-27 09:01:49","2020-10-27 09:01:49"
"1172","7","2020-06-10","2","2020-10-27 09:01:49","2020-10-27 09:01:49"
"1173","8","2020-06-10","1","2020-10-27 09:01:50","2020-10-27 09:01:50"
"1174","9","2020-06-10","0","2020-10-27 09:01:50","2020-10-27 09:01:50"
"1175","10","2020-06-10","17","2020-10-27 09:01:50","2020-10-27 09:01:50"
"1176","11","2020-06-10","0","2020-10-27 09:01:50","2020-10-27 09:01:50"
"1177","0","2020-06-10","37","2020-10-27 09:01:50","2020-10-27 09:01:50"
"1178","2","2020-06-11","17","2020-10-27 09:01:50","2020-10-27 09:01:50"
"1179","3","2020-06-11","0","2020-10-27 09:01:50","2020-10-27 09:01:50"
"1180","4","2020-06-11","10","2020-10-27 09:01:50","2020-10-27 09:01:50"
"1181","5","2020-06-11","1","2020-10-27 09:01:50","2020-10-27 09:01:50"
"1182","6","2020-06-11","0","2020-10-27 09:01:50","2020-10-27 09:01:50"
"1183","7","2020-06-11","0","2020-10-27 09:01:50","2020-10-27 09:01:50"
"1184","8","2020-06-11","0","2020-10-27 09:01:50","2020-10-27 09:01:50"
"1185","9","2020-06-11","0","2020-10-27 09:01:50","2020-10-27 09:01:50"
"1186","10","2020-06-11","8","2020-10-27 09:01:50","2020-10-27 09:01:50"
"1187","11","2020-06-11","0","2020-10-27 09:01:51","2020-10-27 09:01:51"
"1188","0","2020-06-11","36","2020-10-27 09:01:51","2020-10-27 09:01:51"
"1189","2","2020-06-12","0","2020-10-27 09:01:51","2020-10-27 09:01:51"
"1190","3","2020-06-12","0","2020-10-27 09:01:51","2020-10-27 09:01:51"
"1191","4","2020-06-12","26","2020-10-27 09:01:51","2020-10-27 09:01:51"
"1192","5","2020-06-12","5","2020-10-27 09:01:51","2020-10-27 09:01:51"
"1193","6","2020-06-12","0","2020-10-27 09:01:51","2020-10-27 09:01:51"
"1194","7","2020-06-12","0","2020-10-27 09:01:51","2020-10-27 09:01:51"
"1195","8","2020-06-12","0","2020-10-27 09:01:51","2020-10-27 09:01:51"
"1196","9","2020-06-12","0","2020-10-27 09:01:51","2020-10-27 09:01:51"
"1197","10","2020-06-12","1","2020-10-27 09:01:51","2020-10-27 09:01:51"
"1198","11","2020-06-12","0","2020-10-27 09:01:51","2020-10-27 09:01:51"
"1199","0","2020-06-12","32","2020-10-27 09:01:51","2020-10-27 09:01:51"
"1200","2","2020-06-13","0","2020-10-27 09:01:51","2020-10-27 09:01:51"
"1201","3","2020-06-13","0","2020-10-27 09:01:51","2020-10-27 09:01:51"
"1202","4","2020-06-13","11","2020-10-27 09:01:51","2020-10-27 09:01:51"
"1203","5","2020-06-13","2","2020-10-27 09:01:51","2020-10-27 09:01:51"
"1204","6","2020-06-13","0","2020-10-27 09:01:51","2020-10-27 09:01:51"
"1205","7","2020-06-13","0","2020-10-27 09:01:52","2020-10-27 09:01:52"
"1206","8","2020-06-13","1","2020-10-27 09:01:52","2020-10-27 09:01:52"
"1207","9","2020-06-13","0","2020-10-27 09:01:52","2020-10-27 09:01:52"
"1208","10","2020-06-13","3","2020-10-27 09:01:52","2020-10-27 09:01:52"
"1209","11","2020-06-13","0","2020-10-27 09:01:52","2020-10-27 09:01:52"
"1210","0","2020-06-13","17","2020-10-27 09:01:52","2020-10-27 09:01:52"
"1211","2","2020-06-14","3","2020-10-27 09:01:52","2020-10-27 09:01:52"
"1212","3","2020-06-14","0","2020-10-27 09:01:52","2020-10-27 09:01:52"
"1213","4","2020-06-14","16","2020-10-27 09:01:52","2020-10-27 09:01:52"
"1214","5","2020-06-14","7","2020-10-27 09:01:52","2020-10-27 09:01:52"
"1215","6","2020-06-14","0","2020-10-27 09:01:52","2020-10-27 09:01:52"
"1216","7","2020-06-14","0","2020-10-27 09:01:52","2020-10-27 09:01:52"
"1217","8","2020-06-14","0","2020-10-27 09:01:52","2020-10-27 09:01:52"
"1218","9","2020-06-14","0","2020-10-27 09:01:52","2020-10-27 09:01:52"
"1219","10","2020-06-14","0","2020-10-27 09:01:53","2020-10-27 09:01:53"
"1220","11","2020-06-14","0","2020-10-27 09:01:53","2020-10-27 09:01:53"
"1221","0","2020-06-14","26","2020-10-27 09:01:53","2020-10-27 09:01:53"
"1222","2","2020-06-15","0","2020-10-27 09:01:53","2020-10-27 09:01:53"
"1223","3","2020-06-15","0","2020-10-27 09:01:53","2020-10-27 09:01:53"
"1224","4","2020-06-15","19","2020-10-27 09:01:53","2020-10-27 09:01:53"
"1225","5","2020-06-15","4","2020-10-27 09:01:53","2020-10-27 09:01:53"
"1226","6","2020-06-15","0","2020-10-27 09:01:53","2020-10-27 09:01:53"
"1227","7","2020-06-15","1","2020-10-27 09:01:53","2020-10-27 09:01:53"
"1228","8","2020-06-15","0","2020-10-27 09:01:53","2020-10-27 09:01:53"
"1229","9","2020-06-15","0","2020-10-27 09:01:53","2020-10-27 09:01:53"
"1230","10","2020-06-15","6","2020-10-27 09:01:53","2020-10-27 09:01:53"
"1231","11","2020-06-15","0","2020-10-27 09:01:53","2020-10-27 09:01:53"
"1232","0","2020-06-15","30","2020-10-27 09:01:53","2020-10-27 09:01:53"
"1233","2","2020-06-16","0","2020-10-27 09:01:53","2020-10-27 09:01:53"
"1234","3","2020-06-16","0","2020-10-27 09:01:53","2020-10-27 09:01:53"
"1235","4","2020-06-16","15","2020-10-27 09:01:53","2020-10-27 09:01:53"
"1236","5","2020-06-16","1","2020-10-27 09:01:53","2020-10-27 09:01:53"
"1237","6","2020-06-16","0","2020-10-27 09:01:54","2020-10-27 09:01:54"
"1238","7","2020-06-16","0","2020-10-27 09:01:54","2020-10-27 09:01:54"
"1239","8","2020-06-16","1","2020-10-27 09:01:54","2020-10-27 09:01:54"
"1240","9","2020-06-16","0","2020-10-27 09:01:54","2020-10-27 09:01:54"
"1241","10","2020-06-16","10","2020-10-27 09:01:54","2020-10-27 09:01:54"
"1242","11","2020-06-16","0","2020-10-27 09:01:54","2020-10-27 09:01:54"
"1243","0","2020-06-16","27","2020-10-27 09:01:54","2020-10-27 09:01:54"
"1244","2","2020-06-17","0","2020-10-27 09:01:54","2020-10-27 09:01:54"
"1245","3","2020-06-17","0","2020-10-27 09:01:54","2020-10-27 09:01:54"
"1246","4","2020-06-17","14","2020-10-27 09:01:54","2020-10-27 09:01:54"
"1247","5","2020-06-17","0","2020-10-27 09:01:54","2020-10-27 09:01:54"
"1248","6","2020-06-17","0","2020-10-27 09:01:54","2020-10-27 09:01:54"
"1249","7","2020-06-17","1","2020-10-27 09:01:54","2020-10-27 09:01:54"
"1250","8","2020-06-17","3","2020-10-27 09:01:54","2020-10-27 09:01:54"
"1251","9","2020-06-17","0","2020-10-27 09:01:54","2020-10-27 09:01:54"
"1252","10","2020-06-17","5","2020-10-27 09:01:55","2020-10-27 09:01:55"
"1253","11","2020-06-17","0","2020-10-27 09:01:55","2020-10-27 09:01:55"
"1254","0","2020-06-17","23","2020-10-27 09:01:55","2020-10-27 09:01:55"
"1255","2","2020-06-18","1","2020-10-27 09:01:55","2020-10-27 09:01:55"
"1256","3","2020-06-18","0","2020-10-27 09:01:55","2020-10-27 09:01:55"
"1257","4","2020-06-18","46","2020-10-27 09:01:55","2020-10-27 09:01:55"
"1258","5","2020-06-18","5","2020-10-27 09:01:55","2020-10-27 09:01:55"
"1259","6","2020-06-18","0","2020-10-27 09:01:55","2020-10-27 09:01:55"
"1260","7","2020-06-18","0","2020-10-27 09:01:55","2020-10-27 09:01:55"
"1261","8","2020-06-18","1","2020-10-27 09:01:55","2020-10-27 09:01:55"
"1262","9","2020-06-18","0","2020-10-27 09:01:55","2020-10-27 09:01:55"
"1263","10","2020-06-18","17","2020-10-27 09:01:55","2020-10-27 09:01:55"
"1264","11","2020-06-18","0","2020-10-27 09:01:55","2020-10-27 09:01:55"
"1265","0","2020-06-18","70","2020-10-27 09:01:55","2020-10-27 09:01:55"
"1266","2","2020-06-19","0","2020-10-27 09:01:55","2020-10-27 09:01:55"
"1267","3","2020-06-19","0","2020-10-27 09:01:55","2020-10-27 09:01:55"
"1268","4","2020-06-19","1","2020-10-27 09:01:55","2020-10-27 09:01:55"
"1269","5","2020-06-19","2","2020-10-27 09:01:56","2020-10-27 09:01:56"
"1270","6","2020-06-19","0","2020-10-27 09:01:56","2020-10-27 09:01:56"
"1271","7","2020-06-19","3","2020-10-27 09:01:56","2020-10-27 09:01:56"
"1272","8","2020-06-19","0","2020-10-27 09:01:56","2020-10-27 09:01:56"
"1273","9","2020-06-19","0","2020-10-27 09:01:56","2020-10-27 09:01:56"
"1274","10","2020-06-19","4","2020-10-27 09:01:56","2020-10-27 09:01:56"
"1275","11","2020-06-19","0","2020-10-27 09:01:56","2020-10-27 09:01:56"
"1276","0","2020-06-19","10","2020-10-27 09:01:56","2020-10-27 09:01:56"
"1277","2","2020-06-20","1","2020-10-27 09:01:56","2020-10-27 09:01:56"
"1278","3","2020-06-20","0","2020-10-27 09:01:56","2020-10-27 09:01:56"
"1279","4","2020-06-20","30","2020-10-27 09:01:56","2020-10-27 09:01:56"
"1280","5","2020-06-20","7","2020-10-27 09:01:56","2020-10-27 09:01:56"
"1281","6","2020-06-20","0","2020-10-27 09:01:56","2020-10-27 09:01:56"
"1282","7","2020-06-20","3","2020-10-27 09:01:56","2020-10-27 09:01:56"
"1283","8","2020-06-20","0","2020-10-27 09:01:56","2020-10-27 09:01:56"
"1284","9","2020-06-20","0","2020-10-27 09:01:56","2020-10-27 09:01:56"
"1285","10","2020-06-20","20","2020-10-27 09:01:57","2020-10-27 09:01:57"
"1286","11","2020-06-20","0","2020-10-27 09:01:57","2020-10-27 09:01:57"
"1287","0","2020-06-20","61","2020-10-27 09:01:57","2020-10-27 09:01:57"
"1288","2","2020-06-21","2","2020-10-27 09:01:57","2020-10-27 09:01:57"
"1289","3","2020-06-21","0","2020-10-27 09:01:57","2020-10-27 09:01:57"
"1290","4","2020-06-21","10","2020-10-27 09:01:57","2020-10-27 09:01:57"
"1291","5","2020-06-21","3","2020-10-27 09:01:57","2020-10-27 09:01:57"
"1292","6","2020-06-21","0","2020-10-27 09:01:57","2020-10-27 09:01:57"
"1293","7","2020-06-21","0","2020-10-27 09:01:57","2020-10-27 09:01:57"
"1294","8","2020-06-21","0","2020-10-27 09:01:57","2020-10-27 09:01:57"
"1295","9","2020-06-21","0","2020-10-27 09:01:57","2020-10-27 09:01:57"
"1296","10","2020-06-21","15","2020-10-27 09:01:57","2020-10-27 09:01:57"
"1297","11","2020-06-21","0","2020-10-27 09:01:57","2020-10-27 09:01:57"
"1298","0","2020-06-21","30","2020-10-27 09:01:57","2020-10-27 09:01:57"
"1299","2","2020-06-22","0","2020-10-27 09:01:57","2020-10-27 09:01:57"
"1300","3","2020-06-22","0","2020-10-27 09:01:57","2020-10-27 09:01:57"
"1301","4","2020-06-22","13","2020-10-27 09:01:57","2020-10-27 09:01:57"
"1302","5","2020-06-22","5","2020-10-27 09:01:58","2020-10-27 09:01:58"
"1303","6","2020-06-22","1","2020-10-27 09:01:58","2020-10-27 09:01:58"
"1304","7","2020-06-22","1","2020-10-27 09:01:58","2020-10-27 09:01:58"
"1305","8","2020-06-22","0","2020-10-27 09:01:58","2020-10-27 09:01:58"
"1306","9","2020-06-22","0","2020-10-27 09:01:58","2020-10-27 09:01:58"
"1307","10","2020-06-22","12","2020-10-27 09:01:58","2020-10-27 09:01:58"
"1308","11","2020-06-22","0","2020-10-27 09:01:58","2020-10-27 09:01:58"
"1309","0","2020-06-22","32","2020-10-27 09:01:58","2020-10-27 09:01:58"
"1310","2","2020-06-23","1","2020-10-27 09:01:58","2020-10-27 09:01:58"
"1311","3","2020-06-23","0","2020-10-27 09:01:58","2020-10-27 09:01:58"
"1312","4","2020-06-23","26","2020-10-27 09:01:58","2020-10-27 09:01:58"
"1313","5","2020-06-23","10","2020-10-27 09:01:58","2020-10-27 09:01:58"
"1314","6","2020-06-23","0","2020-10-27 09:01:58","2020-10-27 09:01:58"
"1315","7","2020-06-23","2","2020-10-27 09:01:58","2020-10-27 09:01:58"
"1316","8","2020-06-23","1","2020-10-27 09:01:58","2020-10-27 09:01:58"
"1317","9","2020-06-23","0","2020-10-27 09:01:58","2020-10-27 09:01:58"
"1318","10","2020-06-23","14","2020-10-27 09:01:59","2020-10-27 09:01:59"
"1319","11","2020-06-23","0","2020-10-27 09:01:59","2020-10-27 09:01:59"
"1320","0","2020-06-23","54","2020-10-27 09:01:59","2020-10-27 09:01:59"
"1321","2","2020-06-24","0","2020-10-27 09:01:59","2020-10-27 09:01:59"
"1322","3","2020-06-24","0","2020-10-27 09:01:59","2020-10-27 09:01:59"
"1323","4","2020-06-24","26","2020-10-27 09:01:59","2020-10-27 09:01:59"
"1324","5","2020-06-24","2","2020-10-27 09:01:59","2020-10-27 09:01:59"
"1325","6","2020-06-24","0","2020-10-27 09:01:59","2020-10-27 09:01:59"
"1326","7","2020-06-24","4","2020-10-27 09:01:59","2020-10-27 09:01:59"
"1327","8","2020-06-24","5","2020-10-27 09:01:59","2020-10-27 09:01:59"
"1328","9","2020-06-24","0","2020-10-27 09:01:59","2020-10-27 09:01:59"
"1329","10","2020-06-24","17","2020-10-27 09:01:59","2020-10-27 09:01:59"
"1330","11","2020-06-24","0","2020-10-27 09:01:59","2020-10-27 09:01:59"
"1331","0","2020-06-24","54","2020-10-27 09:01:59","2020-10-27 09:01:59"
"1332","2","2020-06-25","0","2020-10-27 09:01:59","2020-10-27 09:01:59"
"1333","3","2020-06-25","0","2020-10-27 09:01:59","2020-10-27 09:01:59"
"1334","4","2020-06-25","18","2020-10-27 09:01:59","2020-10-27 09:01:59"
"1335","5","2020-06-25","10","2020-10-27 09:02:00","2020-10-27 09:02:00"
"1336","6","2020-06-25","0","2020-10-27 09:02:00","2020-10-27 09:02:00"
"1337","7","2020-06-25","1","2020-10-27 09:02:00","2020-10-27 09:02:00"
"1338","8","2020-06-25","5","2020-10-27 09:02:00","2020-10-27 09:02:00"
"1339","9","2020-06-25","1","2020-10-27 09:02:00","2020-10-27 09:02:00"
"1340","10","2020-06-25","36","2020-10-27 09:02:00","2020-10-27 09:02:00"
"1341","11","2020-06-25","0","2020-10-27 09:02:00","2020-10-27 09:02:00"
"1342","0","2020-06-25","71","2020-10-27 09:02:00","2020-10-27 09:02:00"
"1343","2","2020-06-26","0","2020-10-27 09:02:00","2020-10-27 09:02:00"
"1344","3","2020-06-26","0","2020-10-27 09:02:00","2020-10-27 09:02:00"
"1345","4","2020-06-26","34","2020-10-27 09:02:00","2020-10-27 09:02:00"
"1346","5","2020-06-26","4","2020-10-27 09:02:00","2020-10-27 09:02:00"
"1347","6","2020-06-26","0","2020-10-27 09:02:00","2020-10-27 09:02:00"
"1348","7","2020-06-26","1","2020-10-27 09:02:00","2020-10-27 09:02:00"
"1349","8","2020-06-26","54","2020-10-27 09:02:00","2020-10-27 09:02:00"
"1350","9","2020-06-26","3","2020-10-27 09:02:00","2020-10-27 09:02:00"
"1351","10","2020-06-26","8","2020-10-27 09:02:01","2020-10-27 09:02:01"
"1352","11","2020-06-26","0","2020-10-27 09:02:01","2020-10-27 09:02:01"
"1353","0","2020-06-26","104","2020-10-27 09:02:01","2020-10-27 09:02:01"
"1354","2","2020-06-27","5","2020-10-27 09:02:01","2020-10-27 09:02:01"
"1355","3","2020-06-27","0","2020-10-27 09:02:01","2020-10-27 09:02:01"
"1356","4","2020-06-27","23","2020-10-27 09:02:01","2020-10-27 09:02:01"
"1357","5","2020-06-27","3","2020-10-27 09:02:01","2020-10-27 09:02:01"
"1358","6","2020-06-27","2","2020-10-27 09:02:01","2020-10-27 09:02:01"
"1359","7","2020-06-27","0","2020-10-27 09:02:01","2020-10-27 09:02:01"
"1360","8","2020-06-27","4","2020-10-27 09:02:01","2020-10-27 09:02:01"
"1361","9","2020-06-27","0","2020-10-27 09:02:01","2020-10-27 09:02:01"
"1362","10","2020-06-27","38","2020-10-27 09:02:01","2020-10-27 09:02:01"
"1363","11","2020-06-27","0","2020-10-27 09:02:01","2020-10-27 09:02:01"
"1364","0","2020-06-27","75","2020-10-27 09:02:01","2020-10-27 09:02:01"
"1365","2","2020-06-28","0","2020-10-27 09:02:01","2020-10-27 09:02:01"
"1366","3","2020-06-28","0","2020-10-27 09:02:01","2020-10-27 09:02:01"
"1367","4","2020-06-28","57","2020-10-27 09:02:01","2020-10-27 09:02:01"
"1368","5","2020-06-28","6","2020-10-27 09:02:02","2020-10-27 09:02:02"
"1369","6","2020-06-28","1","2020-10-27 09:02:02","2020-10-27 09:02:02"
"1370","7","2020-06-28","6","2020-10-27 09:02:02","2020-10-27 09:02:02"
"1371","8","2020-06-28","0","2020-10-27 09:02:02","2020-10-27 09:02:02"
"1372","9","2020-06-28","0","2020-10-27 09:02:02","2020-10-27 09:02:02"
"1373","10","2020-06-28","35","2020-10-27 09:02:02","2020-10-27 09:02:02"
"1374","11","2020-06-28","0","2020-10-27 09:02:02","2020-10-27 09:02:02"
"1375","0","2020-06-28","105","2020-10-27 09:02:02","2020-10-27 09:02:02"
"1376","2","2020-06-29","0","2020-10-27 09:02:02","2020-10-27 09:02:02"
"1377","3","2020-06-29","0","2020-10-27 09:02:02","2020-10-27 09:02:02"
"1378","4","2020-06-29","22","2020-10-27 09:02:02","2020-10-27 09:02:02"
"1379","5","2020-06-29","6","2020-10-27 09:02:02","2020-10-27 09:02:02"
"1380","6","2020-06-29","1","2020-10-27 09:02:02","2020-10-27 09:02:02"
"1381","7","2020-06-29","0","2020-10-27 09:02:02","2020-10-27 09:02:02"
"1382","8","2020-06-29","2","2020-10-27 09:02:02","2020-10-27 09:02:02"
"1383","9","2020-06-29","4","2020-10-27 09:02:02","2020-10-27 09:02:02"
"1384","10","2020-06-29","30","2020-10-27 09:02:03","2020-10-27 09:02:03"
"1385","11","2020-06-29","0","2020-10-27 09:02:03","2020-10-27 09:02:03"
"1386","0","2020-06-29","65","2020-10-27 09:02:03","2020-10-27 09:02:03"
"1387","2","2020-06-30","0","2020-10-27 09:02:03","2020-10-27 09:02:03"
"1388","3","2020-06-30","0","2020-10-27 09:02:03","2020-10-27 09:02:03"
"1389","4","2020-06-30","7","2020-10-27 09:02:03","2020-10-27 09:02:03"
"1390","5","2020-06-30","10","2020-10-27 09:02:03","2020-10-27 09:02:03"
"1391","6","2020-06-30","0","2020-10-27 09:02:03","2020-10-27 09:02:03"
"1392","7","2020-06-30","2","2020-10-27 09:02:03","2020-10-27 09:02:03"
"1393","8","2020-06-30","19","2020-10-27 09:02:03","2020-10-27 09:02:03"
"1394","9","2020-06-30","1","2020-10-27 09:02:03","2020-10-27 09:02:03"
"1395","10","2020-06-30","38","2020-10-27 09:02:03","2020-10-27 09:02:03"
"1396","11","2020-06-30","2","2020-10-27 09:02:03","2020-10-27 09:02:03"
"1397","0","2020-06-30","79","2020-10-27 09:02:03","2020-10-27 09:02:03"
"1398","2","2020-07-01","1","2020-10-27 09:02:03","2020-10-27 09:02:03"
"1399","3","2020-07-01","0","2020-10-27 09:02:03","2020-10-27 09:02:03"
"1400","4","2020-07-01","60","2020-10-27 09:02:04","2020-10-27 09:02:04"
"1401","5","2020-07-01","15","2020-10-27 09:02:04","2020-10-27 09:02:04"
"1402","6","2020-07-01","2","2020-10-27 09:02:04","2020-10-27 09:02:04"
"1403","7","2020-07-01","5","2020-10-27 09:02:04","2020-10-27 09:02:04"
"1404","8","2020-07-01","13","2020-10-27 09:02:04","2020-10-27 09:02:04"
"1405","9","2020-07-01","0","2020-10-27 09:02:04","2020-10-27 09:02:04"
"1406","10","2020-07-01","50","2020-10-27 09:02:04","2020-10-27 09:02:04"
"1407","11","2020-07-01","0","2020-10-27 09:02:04","2020-10-27 09:02:04"
"1408","0","2020-07-01","146","2020-10-27 09:02:04","2020-10-27 09:02:04"
"1409","2","2020-07-02","1","2020-10-27 09:02:04","2020-10-27 09:02:04"
"1410","3","2020-07-02","0","2020-10-27 09:02:04","2020-10-27 09:02:04"
"1411","4","2020-07-02","22","2020-10-27 09:02:04","2020-10-27 09:02:04"
"1412","5","2020-07-02","10","2020-10-27 09:02:04","2020-10-27 09:02:04"
"1413","6","2020-07-02","1","2020-10-27 09:02:04","2020-10-27 09:02:04"
"1414","7","2020-07-02","1","2020-10-27 09:02:04","2020-10-27 09:02:04"
"1415","8","2020-07-02","13","2020-10-27 09:02:04","2020-10-27 09:02:04"
"1416","9","2020-07-02","1","2020-10-27 09:02:04","2020-10-27 09:02:04"
"1417","10","2020-07-02","51","2020-10-27 09:02:05","2020-10-27 09:02:05"
"1418","11","2020-07-02","2","2020-10-27 09:02:05","2020-10-27 09:02:05"
"1419","0","2020-07-02","102","2020-10-27 09:02:05","2020-10-27 09:02:05"
"1420","2","2020-07-03","1","2020-10-27 09:02:05","2020-10-27 09:02:05"
"1421","3","2020-07-03","0","2020-10-27 09:02:05","2020-10-27 09:02:05"
"1422","4","2020-07-03","31","2020-10-27 09:02:05","2020-10-27 09:02:05"
"1423","5","2020-07-03","10","2020-10-27 09:02:05","2020-10-27 09:02:05"
"1424","6","2020-07-03","11","2020-10-27 09:02:05","2020-10-27 09:02:05"
"1425","7","2020-07-03","4","2020-10-27 09:02:05","2020-10-27 09:02:05"
"1426","8","2020-07-03","8","2020-10-27 09:02:05","2020-10-27 09:02:05"
"1427","9","2020-07-03","0","2020-10-27 09:02:05","2020-10-27 09:02:05"
"1428","10","2020-07-03","84","2020-10-27 09:02:05","2020-10-27 09:02:05"
"1429","11","2020-07-03","0","2020-10-27 09:02:05","2020-10-27 09:02:05"
"1430","0","2020-07-03","149","2020-10-27 09:02:05","2020-10-27 09:02:05"
"1431","2","2020-07-04","6","2020-10-27 09:02:05","2020-10-27 09:02:05"
"1432","3","2020-07-04","0","2020-10-27 09:02:05","2020-10-27 09:02:05"
"1433","4","2020-07-04","32","2020-10-27 09:02:05","2020-10-27 09:02:05"
"1434","5","2020-07-04","37","2020-10-27 09:02:06","2020-10-27 09:02:06"
"1435","6","2020-07-04","0","2020-10-27 09:02:06","2020-10-27 09:02:06"
"1436","7","2020-07-04","2","2020-10-27 09:02:06","2020-10-27 09:02:06"
"1437","8","2020-07-04","7","2020-10-27 09:02:06","2020-10-27 09:02:06"
"1438","9","2020-07-04","0","2020-10-27 09:02:06","2020-10-27 09:02:06"
"1439","10","2020-07-04","38","2020-10-27 09:02:06","2020-10-27 09:02:06"
"1440","11","2020-07-04","0","2020-10-27 09:02:06","2020-10-27 09:02:06"
"1441","0","2020-07-04","122","2020-10-27 09:02:06","2020-10-27 09:02:06"
"1442","2","2020-07-05","2","2020-10-27 09:02:06","2020-10-27 09:02:06"
"1443","3","2020-07-05","0","2020-10-27 09:02:06","2020-10-27 09:02:06"
"1444","4","2020-07-05","31","2020-10-27 09:02:06","2020-10-27 09:02:06"
"1445","5","2020-07-05","4","2020-10-27 09:02:06","2020-10-27 09:02:06"
"1446","6","2020-07-05","3","2020-10-27 09:02:06","2020-10-27 09:02:06"
"1447","7","2020-07-05","1","2020-10-27 09:02:06","2020-10-27 09:02:06"
"1448","8","2020-07-05","1","2020-10-27 09:02:06","2020-10-27 09:02:06"
"1449","9","2020-07-05","0","2020-10-27 09:02:06","2020-10-27 09:02:06"
"1450","10","2020-07-05","14","2020-10-27 09:02:07","2020-10-27 09:02:07"
"1451","11","2020-07-05","0","2020-10-27 09:02:07","2020-10-27 09:02:07"
